instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,dayofmonth,train
5325,8/14/11,3,0,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347,14,1
5326,8/14/11,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259,14,1
5327,8/14/11,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193,14,1
5328,8/14/11,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,104,155,14,1
5329,8/14/11,3,0,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,25,39,14,1
5330,8/14/11,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0,5,22,27,14,1
5331,8/15/11,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25,15,1
5332,8/15/11,3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,9,10,15,1
5333,8/15/11,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0,0,3,3,15,1
5334,8/15/11,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7,15,1
5335,8/15/11,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5,15,1
5336,8/15/11,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.194,3,14,17,15,1
5337,8/15/11,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90,15,1
5338,8/15/11,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258,15,1
5339,8/15/11,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355,15,1
5340,8/15/11,3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222,15,1
5341,8/15/11,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141,15,1
5342,8/15/11,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153,15,1
5343,8/15/11,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178,15,1
5344,8/15/11,3,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193,15,1
5345,8/15/11,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151,15,1
5346,8/15/11,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,133,182,15,1
5347,8/15/11,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283,15,1
5348,8/15/11,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530,15,1
5349,8/15/11,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.194,70,413,483,15,1
5350,8/15/11,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0,54,343,397,15,1
5351,8/15/11,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285,15,1
5352,8/15/11,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,34,150,184,15,1
5353,8/15/11,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98,15,1
5354,8/15/11,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88,15,1
5355,8/16/11,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31,16,1
5356,8/16/11,3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16,16,1
5357,8/16/11,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4,16,1
5358,8/16/11,3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6,16,1
5359,8/16/11,3,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5,16,1
5360,8/16/11,3,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,29,30,16,1
5361,8/16/11,3,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,115,119,16,1
5362,8/16/11,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346,16,1
5363,8/16/11,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441,16,1
5364,8/16/11,3,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,171,198,16,1
5365,8/16/11,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111,16,1
5366,8/16/11,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150,16,1
5367,8/16/11,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162,16,1
5368,8/16/11,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192,16,1
5369,8/16/11,3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,117,182,16,1
5370,8/16/11,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159,16,1
5371,8/16/11,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303,16,1
5372,8/16/11,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600,16,1
5373,8/16/11,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570,16,1
5374,8/16/11,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.194,56,320,376,16,1
5375,8/16/11,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0,48,232,280,16,1
5376,8/16/11,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0,38,177,215,16,1
5377,8/16/11,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0,31,121,152,16,1
5378,8/16/11,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77,16,1
5379,8/17/11,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24,17,1
5380,8/17/11,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,12,14,17,1
5381,8/17/11,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0,0,6,6,17,1
5382,8/17/11,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0,1,4,5,17,1
5383,8/17/11,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0,0,5,5,17,1
5384,8/17/11,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0,0,28,28,17,1
5385,8/17/11,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0,4,101,105,17,1
5386,8/17/11,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,296,308,17,1
5387,8/17/11,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487,17,1
5388,8/17/11,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209,17,1
5389,8/17/11,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,91,118,17,1
5390,8/17/11,3,0,8,11,0,3,1,1,0.78,0.697,0.43,0.1045,20,108,128,17,1
5391,8/17/11,3,0,8,12,0,3,1,1,0.8,0.7273,0.43,0.2836,26,163,189,17,1
5392,8/17/11,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.194,38,138,176,17,1
5393,8/17/11,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642,54,138,192,17,1
5394,8/17/11,3,0,8,15,0,3,1,1,0.8,0.7273,0.43,0.1343,42,117,159,17,1
5395,8/17/11,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,62,238,300,17,1
5396,8/17/11,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,506,552,17,1
5397,8/17/11,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,86,470,556,17,1
5398,8/17/11,3,0,8,19,0,3,1,1,0.76,0.697,0.55,0.2239,50,297,347,17,1
5399,8/17/11,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,243,280,17,1
5400,8/17/11,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,192,230,17,1
5401,8/17/11,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.194,29,142,171,17,1
5402,8/17/11,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,20,85,105,17,1
5403,8/18/11,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56,18,1
5404,8/18/11,3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,13,11,24,18,1
5405,8/18/11,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,4,6,18,1
5406,8/18/11,3,0,8,3,0,4,1,1,0.66,0.6212,0.69,0.2836,0,6,6,18,1
5407,8/18/11,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,0,9,9,18,1
5408,8/18/11,3,0,8,5,0,4,1,1,0.64,0.5909,0.78,0.2836,0,27,27,18,1
5409,8/18/11,3,0,8,6,0,4,1,2,0.64,0.5909,0.78,0.2537,6,97,103,18,1
5410,8/18/11,3,0,8,7,0,4,1,1,0.64,0.5909,0.78,0.2985,19,289,308,18,1
5411,8/18/11,3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,27,393,420,18,1
5412,8/18/11,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,186,228,18,1
5413,8/18/11,3,0,8,10,0,4,1,1,0.74,0.697,0.66,0.2537,37,92,129,18,1
5414,8/18/11,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537,44,97,141,18,1
5415,8/18/11,3,0,8,12,0,4,1,1,0.8,0.7424,0.52,0.2836,34,139,173,18,1
5416,8/18/11,3,0,8,13,0,4,1,1,0.8,0.7424,0.52,0.3582,33,154,187,18,1
5417,8/18/11,3,0,8,14,0,4,1,1,0.82,0.7576,0.46,0.3284,67,115,182,18,1
5418,8/18/11,3,0,8,15,0,4,1,1,0.8,0.7273,0.46,0.3582,56,118,174,18,1
5419,8/18/11,3,0,8,16,0,4,1,1,0.8,0.7273,0.46,0.3582,49,196,245,18,1
5420,8/18/11,3,0,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,44,365,409,18,1
5421,8/18/11,3,0,8,18,0,4,1,3,0.76,0.697,0.55,0.2537,48,226,274,18,1
5422,8/18/11,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,26,115,141,18,1
5423,8/18/11,3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,24,141,165,18,1
5424,8/18/11,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0,12,137,149,18,1
5425,8/18/11,3,0,8,22,0,4,1,2,0.7,0.6667,0.74,0.1045,18,117,135,18,1
5426,8/18/11,3,0,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,20,94,114,18,1
5427,8/19/11,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.194,9,53,62,19,1
5428,8/19/11,3,0,8,1,0,5,1,3,0.64,0.5758,0.89,0,1,19,20,19,1
5429,8/19/11,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0,0,8,8,19,1
5430,8/19/11,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0,2,1,3,19,1
5431,8/19/11,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0,1,7,8,19,1
5432,8/19/11,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0,1,16,17,19,1
5433,8/19/11,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0,2,91,93,19,1
5434,8/19/11,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263,19,1
5435,8/19/11,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0,30,368,398,19,1
5436,8/19/11,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,31,187,218,19,1
5437,8/19/11,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165,19,1
5438,8/19/11,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165,19,1
5439,8/19/11,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222,19,1
5440,8/19/11,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.194,63,169,232,19,1
5441,8/19/11,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.194,78,142,220,19,1
5442,8/19/11,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,156,222,19,1
5443,8/19/11,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0,66,261,327,19,1
5444,8/19/11,3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,85,442,527,19,1
5445,8/19/11,3,0,8,18,0,5,1,1,0.76,0.7121,0.58,0.5224,88,337,425,19,1
5446,8/19/11,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,33,132,165,19,1
5447,8/19/11,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,12,46,58,19,1
5448,8/19/11,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89,107,19,1
5449,8/19/11,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122,19,1
5450,8/19/11,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,88,106,19,1
5451,8/20/11,3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0,21,107,128,20,0
5452,8/20/11,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0,12,35,47,20,0
5453,8/20/11,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0,10,59,69,20,0
5454,8/20/11,3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0,9,42,51,20,0
5455,8/20/11,3,0,8,4,0,6,0,2,0.6,0.5455,0.88,0,1,6,7,20,0
5456,8/20/11,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0,0,8,8,20,0
5457,8/20/11,3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,6,18,24,20,0
5458,8/20/11,3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0,8,36,44,20,0
5459,8/20/11,3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0,27,106,133,20,0
5460,8/20/11,3,0,8,9,0,6,0,1,0.7,0.6515,0.65,0,51,139,190,20,0
5461,8/20/11,3,0,8,10,0,6,0,1,0.72,0.6818,0.62,0.1045,114,192,306,20,0
5462,8/20/11,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0,115,223,338,20,0
5463,8/20/11,3,0,8,12,0,6,0,1,0.74,0.6818,0.58,0.1343,156,253,409,20,0
5464,8/20/11,3,0,8,13,0,6,0,1,0.76,0.697,0.55,0.1343,158,220,378,20,0
5465,8/20/11,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.194,147,228,375,20,0
5466,8/20/11,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,175,215,390,20,0
5467,8/20/11,3,0,8,16,0,6,0,1,0.8,0.7273,0.46,0.194,151,222,373,20,0
5468,8/20/11,3,0,8,17,0,6,0,1,0.8,0.7424,0.49,0.194,180,203,383,20,0
5469,8/20/11,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394,20,0
5470,8/20/11,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.194,109,182,291,20,0
5471,8/20/11,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248,20,0
5472,8/20/11,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225,20,0
5473,8/20/11,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194,77,146,223,20,0
5474,8/20/11,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157,20,0
5475,8/21/11,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,6,68,74,21,0
5476,8/21/11,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86,21,0
5477,8/21/11,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.194,13,51,64,21,0
5478,8/21/11,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51,21,0
5479,8/21/11,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6,21,0
5480,8/21/11,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,8,8,21,0
5481,8/21/11,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,4,10,14,21,0
5482,8/21/11,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,12,19,31,21,0
5483,8/21/11,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,30,62,92,21,0
5484,8/21/11,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,80,151,231,21,0
5485,8/21/11,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,97,177,274,21,0
5486,8/21/11,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,132,181,313,21,0
5487,8/21/11,3,0,8,12,0,0,0,1,0.82,0.803,0.59,0.2836,135,239,374,21,0
5488,8/21/11,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,94,216,310,21,0
5489,8/21/11,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,78,157,235,21,0
5490,8/21/11,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,17,51,68,21,0
5491,8/21/11,3,0,8,16,0,0,0,1,0.72,0.697,0.79,0.1642,97,161,258,21,0
5492,8/21/11,3,0,8,17,0,0,0,1,0.72,0.697,0.79,0.1343,91,179,270,21,0
5493,8/21/11,3,0,8,18,0,0,0,1,0.72,0.697,0.79,0.2537,96,215,311,21,0
5494,8/21/11,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282,21,0
5495,8/21/11,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,41,140,181,21,0
5496,8/21/11,3,0,8,21,0,0,0,1,0.7,0.6667,0.79,0.2537,45,93,138,21,0
5497,8/21/11,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.194,37,97,134,21,0
5498,8/21/11,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,20,48,68,21,0
5499,8/22/11,3,0,8,0,0,1,1,1,0.68,0.6364,0.79,0.1642,18,22,40,22,0
5500,8/22/11,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,8,13,21,22,0
5501,8/22/11,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,2,6,8,22,0
5502,8/22/11,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,0,5,5,22,0
5503,8/22/11,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.194,2,10,12,22,0
5504,8/22/11,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,1,23,24,22,0
5505,8/22/11,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,6,106,112,22,0
5506,8/22/11,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,11,270,281,22,0
5507,8/22/11,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,20,331,351,22,0
5508,8/22/11,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,36,151,187,22,0
5509,8/22/11,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,36,85,121,22,0
5510,8/22/11,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131,22,0
5511,8/22/11,3,0,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881,54,153,207,22,0
5512,8/22/11,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,47,158,205,22,0
5513,8/22/11,3,0,8,14,0,1,1,1,0.74,0.6515,0.3,0.3881,88,137,225,22,0
5514,8/22/11,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,72,127,199,22,0
5515,8/22/11,3,0,8,16,0,1,1,1,0.74,0.6515,0.3,0.3881,66,254,320,22,0
5516,8/22/11,3,0,8,17,0,1,1,1,0.74,0.6515,0.27,0.3284,82,509,591,22,0
5517,8/22/11,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,72,537,609,22,0
5518,8/22/11,3,0,8,19,0,1,1,1,0.7,0.6364,0.3,0.2836,66,350,416,22,0
5519,8/22/11,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.194,21,247,268,22,0
5520,8/22/11,3,0,8,21,0,1,1,1,0.64,0.6212,0.38,0.194,28,180,208,22,0
5521,8/22/11,3,0,8,22,0,1,1,1,0.64,0.6212,0.38,0.2985,32,121,153,22,0
5522,8/22/11,3,0,8,23,0,1,1,1,0.62,0.6212,0.41,0.2537,19,45,64,22,0
5523,8/23/11,3,0,8,0,0,2,1,1,0.6,0.6212,0.43,0.194,13,22,35,23,0
5524,8/23/11,3,0,8,1,0,2,1,1,0.58,0.5455,0.49,0.194,6,13,19,23,0
5525,8/23/11,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,2,4,6,23,0
5526,8/23/11,3,0,8,3,0,2,1,1,0.56,0.5303,0.52,0.2836,2,4,6,23,0
5527,8/23/11,3,0,8,4,0,2,1,1,0.54,0.5152,0.56,0.1642,0,5,5,23,0
5528,8/23/11,3,0,8,5,0,2,1,1,0.54,0.5152,0.56,0.194,1,35,36,23,0
5529,8/23/11,3,0,8,6,0,2,1,1,0.54,0.5152,0.6,0.194,3,111,114,23,0
5530,8/23/11,3,0,8,7,0,2,1,1,0.6,0.6212,0.49,0.194,11,333,344,23,0
5531,8/23/11,3,0,8,8,0,2,1,2,0.62,0.6212,0.5,0,43,461,504,23,0
5532,8/23/11,3,0,8,9,0,2,1,2,0.66,0.6212,0.44,0,34,191,225,23,0
5533,8/23/11,3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0,56,92,148,23,0
5534,8/23/11,3,0,8,11,0,2,1,1,0.7,0.6364,0.34,0.1045,62,124,186,23,0
5535,8/23/11,3,0,8,12,0,2,1,1,0.7,0.6364,0.39,0.0896,60,177,237,23,0
5536,8/23/11,3,0,8,13,0,2,1,1,0.72,0.6515,0.3,0.1045,70,164,234,23,0
5537,8/23/11,3,0,8,14,0,2,1,1,0.72,0.6515,0.3,0.0896,149,502,651,23,0
5538,8/23/11,3,0,8,15,0,2,1,1,0.72,0.6515,0.34,0.2239,178,423,601,23,0
5539,8/23/11,3,0,8,16,0,2,1,1,0.72,0.6515,0.32,0.1343,133,311,444,23,0
5540,8/23/11,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,133,339,472,23,0
5541,8/23/11,3,0,8,18,0,2,1,1,0.72,0.6515,0.34,0.194,98,421,519,23,0
5542,8/23/11,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,70,297,367,23,0
5543,8/23/11,3,0,8,20,0,2,1,1,0.64,0.6212,0.53,0.2537,54,206,260,23,0
5544,8/23/11,3,0,8,21,0,2,1,1,0.62,0.6212,0.57,0,38,173,211,23,0
5545,8/23/11,3,0,8,22,0,2,1,1,0.62,0.6212,0.57,0.1343,46,145,191,23,0
5546,8/23/11,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.1343,19,61,80,23,0
5547,8/24/11,3,0,8,0,0,3,1,1,0.62,0.6212,0.57,0.1343,9,29,38,24,0
5548,8/24/11,3,0,8,1,0,3,1,1,0.6,0.6061,0.6,0.1045,7,17,24,24,0
5549,8/24/11,3,0,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,2,4,6,24,0
5550,8/24/11,3,0,8,3,0,3,1,1,0.58,0.5455,0.68,0.1343,0,1,1,24,0
5551,8/24/11,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.1045,0,7,7,24,0
5552,8/24/11,3,0,8,5,0,3,1,1,0.56,0.5303,0.73,0.1045,1,26,27,24,0
5553,8/24/11,3,0,8,6,0,3,1,1,0.56,0.5303,0.73,0,3,105,108,24,0
5554,8/24/11,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,11,297,308,24,0
5555,8/24/11,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,32,436,468,24,0
5556,8/24/11,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.2537,44,169,213,24,0
5557,8/24/11,3,0,8,10,0,3,1,1,0.7,0.6515,0.58,0.2836,51,95,146,24,0
5558,8/24/11,3,0,8,11,0,3,1,1,0.72,0.6667,0.54,0.2985,57,128,185,24,0
5559,8/24/11,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,60,175,235,24,0
5560,8/24/11,3,0,8,13,0,3,1,1,0.76,0.6818,0.48,0.4179,56,180,236,24,0
5561,8/24/11,3,0,8,14,0,3,1,1,0.76,0.6818,0.48,0.4179,77,127,204,24,0
5562,8/24/11,3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,63,141,204,24,0
5563,8/24/11,3,0,8,16,0,3,1,1,0.76,0.697,0.52,0.4179,49,222,271,24,0
5564,8/24/11,3,0,8,17,0,3,1,1,0.76,0.697,0.52,0.3582,83,484,567,24,0
5565,8/24/11,3,0,8,18,0,3,1,1,0.74,0.6818,0.55,0.2985,102,519,621,24,0
5566,8/24/11,3,0,8,19,0,3,1,1,0.74,0.6818,0.55,0.2985,93,347,440,24,0
5567,8/24/11,3,0,8,20,0,3,1,1,0.72,0.6667,0.58,0.2985,45,289,334,24,0
5568,8/24/11,3,0,8,21,0,3,1,1,0.7,0.6515,0.61,0.3582,47,189,236,24,0
5569,8/24/11,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582,41,140,181,24,0
5570,8/24/11,3,0,8,23,0,3,1,1,0.68,0.6364,0.69,0.2985,16,54,70,24,0
5571,8/25/11,3,0,8,0,0,4,1,1,0.68,0.6364,0.74,0.2985,11,41,52,25,0
5572,8/25/11,3,0,8,1,0,4,1,1,0.68,0.6364,0.69,0.3881,4,11,15,25,0
5573,8/25/11,3,0,8,2,0,4,1,1,0.68,0.6364,0.69,0.3881,3,2,5,25,0
5574,8/25/11,3,0,8,3,0,4,1,1,0.66,0.6212,0.74,0.3284,2,2,4,25,0
5575,8/25/11,3,0,8,4,0,4,1,1,0.66,0.6061,0.78,0.3881,1,6,7,25,0
5576,8/25/11,3,0,8,5,0,4,1,1,0.66,0.6061,0.83,0.4179,1,25,26,25,0
5577,8/25/11,3,0,8,6,0,4,1,1,0.66,0.6061,0.83,0.3284,1,101,102,25,0
5578,8/25/11,3,0,8,7,0,4,1,2,0.68,0.6364,0.79,0.3284,17,296,313,25,0
5579,8/25/11,3,0,8,8,0,4,1,2,0.7,0.6667,0.74,0.2985,23,461,484,25,0
5580,8/25/11,3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,21,141,162,25,0
5581,8/25/11,3,0,8,10,0,4,1,2,0.74,0.697,0.66,0.2985,37,105,142,25,0
5582,8/25/11,3,0,8,11,0,4,1,3,0.7,0.6667,0.79,0,39,112,151,25,0
5583,8/25/11,3,0,8,12,0,4,1,3,0.7,0.6667,0.79,0,9,32,41,25,0
5584,8/25/11,3,0,8,13,0,4,1,1,0.7,0.6667,0.79,0.1045,7,30,37,25,0
5585,8/25/11,3,0,8,14,0,4,1,2,0.72,0.697,0.74,0,27,86,113,25,0
5586,8/25/11,3,0,8,15,0,4,1,2,0.74,0.697,0.7,0,28,104,132,25,0
5587,8/25/11,3,0,8,16,0,4,1,1,0.72,0.7121,0.84,0,16,105,121,25,0
5588,8/25/11,3,0,8,17,0,4,1,1,0.72,0.7121,0.84,0,28,284,312,25,0
5589,8/25/11,3,0,8,18,0,4,1,2,0.72,0.7121,0.84,0.1343,31,377,408,25,0
5590,8/25/11,3,0,8,19,0,4,1,2,0.66,0.6061,0.78,0.3284,31,241,272,25,0
